code,CodeLabel,Ingredients
90308077,MEBENDAZOL | MEBENDAZOL 500 MG COM CT BL AL PLAS INC X 01 | GEOLAB INDUSTRIA FARMACEUTICA S/A,MEBENDAZOL
90308085,MEBENDAZOL | MEBENDAZOL 500 MG COM CT BL AL PLAS INC X 50 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,MEBENDAZOL
90308093,MEBENDAZOL | MEBENDAZOL 500 MG COM CT BL AL PLAS INC X 100 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,MEBENDAZOL
90308107,MEBENDAZOL | MEBENDAZOL 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,MEBENDAZOL
90308115,OMEPRAZOL | OMENAX 20 MG CAP GEL DURA CT 01 BL AL PLAS INC X 15 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308123,OMEPRAZOL | OMENAX 20 MG CAP GEL DURA CT 01 BL AL PLAS INC X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308131,OMEPRAZOL | OMENAX 20 MG CAP GEL DURA CT 01 BL AL PLAS INC X 56 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308140,OMEPRAZOL | OMENAX 20 MG CAP GEL DURA CT 01 BL AL PLAS INC X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308158,OMEPRAZOL | OMENAX 20 MG CAP GEL DURA CT 01 BL AL PLAS INC X 450 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308166,OMEPRAZOL | OMENAX 40 MG CAP GEL DURA CT BL AL PLAS INC X 15 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308174,OMEPRAZOL | OMENAX 40 MG CAP GEL DURA CT BL AL PLAS INC X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308182,OMEPRAZOL | OMENAX 40 MG CAP GEL DURA CT BL AL PLAS INC X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308190,OMEPRAZOL | OMENAX 40 MG CAP GEL DURA CT BL AL PLAS INC X 450 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,OMEPRAZOL
90308204,"TRAVOPROSTA | TRAVOPTIC 0,04 MG/ML SOL OFT CT ENV AL FR PLAS TRANS GOT X 2,5 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",TRAVOPROSTA
90308212,"TRAVOPROSTA | TRAVOPTIC 0,04 MG/ML SOL OFT CT 50 ENV AL FR PLAS TRANS GOT X 2,5 ML (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A",TRAVOPROSTA
90308220,METRONIDAZOL | TRINODAZOL 100 MG/G GELEIA CT BG AL X 50 G+ 10 APLIC | GEOLAB INDUSTRIA FARMACEUTICA S/A,METRONIDAZOL
90308239,METRONIDAZOL | TRINODAZOL 100 MG/G GELEIA CX 60 BG AL X 50 G (EMB HOSP)+ 600 APLIC | GEOLAB INDUSTRIA FARMACEUTICA S/A,METRONIDAZOL
90308247,METRONIDAZOL | TRINODAZOL 100 MG/G GELEIA CX 50 BG AL X 50 G (EMB HOSP)+ 500 APLIC | GEOLAB INDUSTRIA FARMACEUTICA S/A,METRONIDAZOL
90308255,"TRAVOPROSTA | TRAVOPROSTA - GENERICO | Sol. oft. 0,04 mg/ml fr. 2,5 ml | GEOLAB",TRAVOPROSTA
90308263,"TRAVOPROSTA | TRAVOPROSTA 0,04 MG/ML SOL OFT CT 50 ENV AL FR PLAS TRANS GOT X 2,5 ML(EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A",TRAVOPROSTA
90308271,"BIMATOPROSTA | BIMATOPROSTA 0,3 MG/ML SOL OFT CT FR GOT PLAS OPC X 2,5 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",BIMATOPROSTA
90308280,"BIMATOPROSTA | BIMATOPROSTA 0,3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 2,5 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",BIMATOPROSTA
90308298,"BIMATOPROSTA | BIMATOPROSTA - GENERICO | Sol. oft. 0,3 mg/ml fr. 3 ml | GEOLAB",BIMATOPROSTA
90308301,"BIMATOPROSTA | BIMATOPROSTA 0,3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 3 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",BIMATOPROSTA
90308310,"BIMATOPROSTA | BIMATOPROSTA - GENERICO | Sol. oft. 0,3 mg/ml fr. 5 ml | GEOLAB",BIMATOPROSTA
90308328,"BIMATOPROSTA | BIMATOPROSTA 0,3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 5 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",BIMATOPROSTA
90308336,"BIMATOPROSTA | BIMATOPROSTA 0,3 MG/ML SOL OFT CT FR GOT PLAS OPC X 7,5 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",BIMATOPROSTA
90308344,"BIMATOPROSTA | BIMATOPROSTA 0,3 MG/ML SOL OFT CX 50 FR GOT PLAS OPC X 7,5 ML | GEOLAB INDUSTRIA FARMACEUTICA S/A",BIMATOPROSTA
90308352,TENOXICAM | TENOXICAM - GENERICO | 20 mg. cx. 10 cprs. rev. | GEOLAB,TENOXICAM
90308360,TENOXICAM | TENOXICAM 20 MG COM REV CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,TENOXICAM
90308379,TENOXICAM | TENOXICAM 20 MG COM REV CT BL AL PLAS TRANS X 500 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,TENOXICAM
90308387,IBUPROFENO | IBUVIX 600 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,IBUPROFENO
90308395,IBUPROFENO | IBUVIX 600 MG COM REV CT BL AL PLAS TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A,IBUPROFENO
90308409,IBUPROFENO | IBUVIX 600 MG COM REV CT BL AL PLAS TRANS X 20 | GEOLAB INDUSTRIA FARMACEUTICA S/A,IBUPROFENO
90308417,IBUPROFENO | IBUVIX 600 MG COM REV CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,IBUPROFENO
90308425,IBUPROFENO | IBUVIX 600 MG COM REV CX BL AL PLAS TRANS X 200 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,IBUPROFENO
90308433,IBUPROFENO | IBUVIX 600 MG COM REV CX BL AL PLAS TRANS X 500 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,IBUPROFENO
90308441,LORATADINA | LORITIL 10 MG COM CT BL AL PLAS INC X 480 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,LORATADINA
90308450,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 25 MG COM REV CT BL AL PLAS TRANS X 1 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308468,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 25 MG COM REV CT BL AL PLAS TRANS X 2 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308476,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 25 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308484,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 25 MG COM REV CT BL AL PLAS TRANS X 8 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308492,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 25 MG COM REV CT BL AL PLAS TRANS X 100 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308506,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 25 MG COM REV CT BL AL PLAS TRANS X 500 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308514,"SILDENAFILA, CITRATO DE | CITRATO DE SILDENAFILA - GENERICO | 50 mg. cx. 1 cpr. rev. | GEOLAB","SILDENAFILA, CITRATO DE"
90308522,"SILDENAFILA, CITRATO DE | CITRATO DE SILDENAFILA - GENERICO | 50 mg. cx. 2 cprs. rev. | GEOLAB","SILDENAFILA, CITRATO DE"
90308530,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 50 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308549,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 50 MG COM REV CT BL AL PLAS TRANS X 8 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308557,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 50 MG COM REV CT BL AL PLAS TRANS X 100 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308565,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 50 MG COM REV CT BL AL PLAS TRANS X 500 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308573,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 100 MG COM REV CT BL AL PLAS TRANS X 1 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308581,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 100 MG COM REV CT BL AL PLAS TRANS X 2 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308590,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 100 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308603,CITRATO DE SILDENAFILA | CITRATO DE SILDENAFILA 100 MG COM REV CT BL AL PLAS TRANS X 8 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308611,OXIDO DE ZINCO | BEBEX PREVINE 200 MG/G CREM DERM CT BG AL X 90 G | GEOLAB INDUSTRIA FARMACEUTICA S/A,OXIDO DE ZINCO
90308620,OXIDO DE ZINCO | BEBEX PREVINE 200 MG/G CREM DERM CT 60 BG AL X 90 G (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,OXIDO DE ZINCO
90308638,OXIDO DE ZINCO | BEBEX PREVINE 200 MG/G CREM DERM CT BG AL PLAS OPC X 90 G | GEOLAB INDUSTRIA FARMACEUTICA S/A,OXIDO DE ZINCO
90308646,OXIDO DE ZINCO | BEBEX PREVINE 200 MG/G CREM DERM CX 60 BG AL PLAS OPC X 90 G (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,OXIDO DE ZINCO
90308654,OXIDO DE ZINCO | BEBEX PREVINE 200 MG/G CREM DERM CT BG AL PLAS OPC X 135 G | GEOLAB INDUSTRIA FARMACEUTICA S/A,OXIDO DE ZINCO
90308662,OXIDO DE ZINCO | BEBEX PREVINE 200 MG/G CREM DERM CX 60 BG AL PLAS OPC X 135 G (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,OXIDO DE ZINCO
90308670,MALEATO DE ENALAPRIL | PRYLTEC 10 MG COM CT STR AL/AL X 500(EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,MALEATO DE ENALAPRIL
90308689,MALEATO DE ENALAPRIL | PRYLTEC 20 MG COM CT STR AL/AL X 500(EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,MALEATO DE ENALAPRIL
90308697,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308700,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 15 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308719,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 20 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308727,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308735,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308743,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 90 (EMB FRAC) | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308751,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 16 MG + 12,50 MG COM CT BL AL PLAS TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308760,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 16 MG + 12,50 MG COM CT BL AL PLAS TRANS X 15 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308778,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 16 MG + 12,50 MG COM CT BL AL PLAS TRANS X 20 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308786,"CANDESARTANA CILEXETILA | CANDERSATANA + HIDROCLOROTIAZIDA - GENERICO | 16 mg. + 12,5 mg. cx. 30 cprs. | GEOLAB",CANDESARTANA CILEXETILA
90308794,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 16 MG + 12,50 MG COM CT BL AL PLAS TRANS X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308808,"CANDESARTANA | CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA 16 MG + 12,50 MG COM CT BL AL PLAS TRANS X 90 (EMB FRAC) | GEOLAB INDUSTRIA FARMACEUTICA S/A",CANDESARTANA
90308816,CITRATO DE SILDENAFILA | AVAFIL 25 MG COM REV CT BL AL PLAS TRANS X 1 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308824,CITRATO DE SILDENAFILA | AVAFIL 25 MG COM REV CT BL AL PLAS TRANS X 2 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308832,CITRATO DE SILDENAFILA | AVAFIL 25 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308840,CITRATO DE SILDENAFILA | AVAFIL 25 MG COM REV CT BL AL PLAS TRANS X 8 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308859,CITRATO DE SILDENAFILA | AVAFIL 25 MG COM REV CT BL AL PLAS TRANS X 100 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308867,CITRATO DE SILDENAFILA | AVAFIL 25 MG COM REV CT BL AL PLAS TRANS X 500 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308875,CITRATO DE SILDENAFILA | AVAFIL 50 MG COM REV CT BL AL PLAS TRANS X 1 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308883,CITRATO DE SILDENAFILA | AVAFIL 50 MG COM REV CT BL AL PLAS TRANS X 2 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308891,CITRATO DE SILDENAFILA | AVAFIL 50 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308905,CITRATO DE SILDENAFILA | AVAFIL 50 MG COM REV CT BL AL PLAS TRANS X 8 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308913,CITRATO DE SILDENAFILA | AVAFIL 50 MG COM REV CT BL AL PLAS TRANS X 100 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308921,CITRATO DE SILDENAFILA | AVAFIL 50 MG COM REV CT BL AL PLAS TRANS X 500 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308930,CITRATO DE SILDENAFILA | AVAFIL 100 MG COM REV CT BL AL PLAS TRANS X 1 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308948,CITRATO DE SILDENAFILA | AVAFIL 100 MG COM REV CT BL AL PLAS TRANS X 2 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308956,CITRATO DE SILDENAFILA | AVAFIL 100 MG COM REV CT BL AL PLAS TRANS X 4 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308964,CITRATO DE SILDENAFILA | AVAFIL 100 MG COM REV CT BL AL PLAS TRANS X 8 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CITRATO DE SILDENAFILA
90308972,CLORIDRATO DE AMIODARONA | AMIORON 100 MG COM CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLORIDRATO DE AMIODARONA
90308980,CLORIDRATO DE AMIODARONA | AMIORON 100 MG COM CT BL AL PLAS TRANS X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLORIDRATO DE AMIODARONA
90308999,CLORIDRATO DE AMIODARONA | AMIORON 100 MG COM CT BL AL PLAS TRANS X 450 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLORIDRATO DE AMIODARONA
90309006,CLORIDRATO DE AMIODARONA | AMIORON 200 MG COM CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLORIDRATO DE AMIODARONA
90309014,CLORIDRATO DE AMIODARONA | AMIORON 200 MG COM CT BL AL PLAS TRANS X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLORIDRATO DE AMIODARONA
90309022,CLORIDRATO DE AMIODARONA | AMIORON 200 MG COM CT BL AL PLAS TRANS X 450 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLORIDRATO DE AMIODARONA
90309030,"CLONAZEPAM | ZILEPAM 0,5 MG COM CT BL AL PLAS TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CLONAZEPAM
90309049,"CLONAZEPAM | ZILEPAM 0,5 MG COM CT BL AL PLAS TRANS X 20 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CLONAZEPAM
90309057,"CLONAZEPAM | ZILEPAM 0,5 MG COM CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CLONAZEPAM
90309065,"CLONAZEPAM | ZILEPAM 0,5 MG COM CT BL AL PLAS TRANS X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A",CLONAZEPAM
90309073,"CLONAZEPAM | ZILEPAM 0,5 MG COM CT BL AL PLAS TRANS X 480 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A",CLONAZEPAM
90309081,CLONAZEPAM | ZILEPAM 2 MG COM CT BL AL PLAS TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLONAZEPAM
90309090,CLONAZEPAM | ZILEPAM 2 MG COM CT BL AL PLAS TRANS X 20 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLONAZEPAM
90309103,CLONAZEPAM | ZILEPAM 2 MG COM CT BL AL PLAS TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLONAZEPAM
90309111,CLONAZEPAM | ZILEPAM 2 MG COM CT BL AL PLAS TRANS X 60 | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLONAZEPAM
90309120,CLONAZEPAM | ZILEPAM 2 MG COM CT BL AL PLAS TRANS X 480 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,CLONAZEPAM
90309138,SINVASTATINA | SINVAX 10 MG COM REV CT BL AL PVDC TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309146,SINVASTATINA | SINVAX 10 MG COM REV CT BL AL PVDC TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309154,SINVASTATINA | SINVAX 10 MG COM REV CT BL AL PVDC TRANS X 250 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309162,SINVASTATINA | SINVAX 20 MG COM REV CT BL AL PVDC TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309170,SINVASTATINA | SINVAX 20 MG COM REV CT BL AL PVDC TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309189,SINVASTATINA | SINVAX 20 MG COM REV CT BL AL PVDC TRANS X 250(EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309197,SINVASTATINA | SINVAX 40 MG COM REV CT BL AL PVDC TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309200,SINVASTATINA | SINVAX 40 MG COM REV CT BL AL PVDC TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309219,SINVASTATINA | SINVAX 40 MG COM REV CT BL AL PVDC TRANS X 250 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309227,SINVASTATINA | SINVAX 80 MG COM REV CT BL AL PVDC TRANS X 10 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309235,SINVASTATINA | SINVAX 80 MG COM REV CT BL AL PVDC TRANS X 30 | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309243,SINVASTATINA | SINVAX 80 MG COM REV CT BL AL PVDC TRANS X 250 (EMB HOSP) | GEOLAB INDUSTRIA FARMACEUTICA S/A,SINVASTATINA
90309251,VALERATO DE BETAMETASONA+SULFATO DE NEOMICINA | BETNOVATE 1MG/G + 5MG/G CREM CT BG AL X 30G | N-CREME BISN. 30 G. | GLAXOSMITHKLINE BRASIL LTDA,VALERATO DE BETAMETASONA+SULFATO DE NEOMICINA
90309260,"CLORIDRATO DE TANSULOSINA+DUTASTERIDA | COMBODART 0,5 MG + 0,4 MG CAP GEL DURA CT LIB PROL FR PLAS OPC X 90 | 0,5 MG. | 0,4 MG. X 90 CAPS. GEL. DURA | GLAXOSMITHKLINE BRASIL LTDA",CLORIDRATO DE TANSULOSINA+DUTASTERIDA
90309278,"CLORIDRATO DE TANSULOSINA+DUTASTERIDA | COMBODART 0,5 MG + 0,4 MG CAP GEL DURA CT LIB PROL  FR PLAS OPC X 60 | GLAXOSMITHKLINE BRASIL LTDA",CLORIDRATO DE TANSULOSINA+DUTASTERIDA
90309286,"CLORIDRATO DE NARATRIPTANA | NARAMIG 2,5 MG COM REV CT BL AL / AL X 2 | 2,5 MG. CX. 2 CPRS. | GLAXOSMITHKLINE BRASIL LTDA",CLORIDRATO DE NARATRIPTANA
90309294,FOSAMPRENAVIR CALCICO | TELZIR | 50 mg/ml susp. oral x 225 ml | GLAXOSMITHKLINE,FOSAMPRENAVIR CALCICO
90309308,"VILANTEROL, TRIFENATATO DE | RELVAR ELLIPTA | 100/25 mcg x 14 doses | GLAXOSMITHKLINE","VILANTEROL, TRIFENATATO DE"
90309316,"VILANTEROL, TRIFENATATO DE | RELVAR ELLIPTA | 100/25 mcg x 30 doses | GLAXOSMITHKLINE","VILANTEROL, TRIFENATATO DE"
90309324,"VILANTEROL, TRIFENATATO DE | RELVAR ELLIPTA | 200/25 mcg x 14 doses | GLAXOSMITHKLINE","VILANTEROL, TRIFENATATO DE"
90309332,"VILANTEROL, TRIFENATATO DE | RELVAR ELLIPTA | 200/25 mcg x 30 doses | GLAXOSMITHKLINE","VILANTEROL, TRIFENATATO DE"
90309340,"CALCIO, CARBONATO DE | ENO TABS | Display 6 x 48s | GLAXOSMITHKLINE","CALCIO, CARBONATO DE"
90309359,"CALCIO, CARBONATO DE | ENO TABS | Frasco (fracao 48s) | GLAXOSMITHKLINE","CALCIO, CARBONATO DE"
90309367,DOLUTEGRAVIR SODICO | TIVICAY 50MG COM REV FR PLAS OPAC X 30 | 50 MG. FR. PLAST. X 30 CPRS. | GLAXOSMITHKLINE BRASIL LTDA,DOLUTEGRAVIR SODICO
90309375,"SODIO, CLORETO DE | NASOCLEAN | 9 mg/ml sol. nasal fr. 100 ml | GLAXOSMITHKLINE","SODIO, CLORETO DE"
90309383,NICOTINA | NIQUITIN ADESIVO TRANSPARENTE | 7 mg. 7 adesivos | GLAXOSMITHKLINE,NICOTINA
90309391,NICOTINA | NIQUITIN 14 MG ADES TRANSD TRANS CT ENV AL PE X 7 | 14 MG. 7 ADESIVOS | GLAXOSMITHKLINE BRASIL LTDA,NICOTINA
90309405,NICOTINA | NIQUITIN 21 MG ADES TRANSD TRANS CT ENV AL PE X 7 | 21 MG. 7 ADESIVOS | GLAXOSMITHKLINE BRASIL LTDA,NICOTINA
90309421,"CEFUROXIMA, AXETIL | ZINNAT | 250 mg. cx. 14 cprs. | GLAXOSMITHKLINE","CEFUROXIMA, AXETIL"
90309430,"FLUARIX TETRA SUS INJ CT SER PREENC VD TRANS X 0,5 ML + AGU | INJ. SER. PREENCH. X 0,5 ML  / AG. REMOVIVEL | GLAXOSMITHKLINE BRASIL LTDA",NAO SE APLICA
90309448,"FLUARIX TETRA SUS INJ CT 10 SER PREENC VD TRANS X 0,5 ML + AGU | INJ. 10 SER. PREENCH. X 0,5 ML|AG. REMOVIVEL | GLAXOSMITHKLINE BRASIL LTDA",NAO SE APLICA
90309456,"FLUARIX TETRA SUS INJ CT SER PREENC VD TRANS X 0,5 ML S/ AGU | GLAXOSMITHKLINE BRASIL LTDA",NAO SE APLICA
90309464,"FLUARIX TETRA SUS INJ CT 10 SER PREENC VD TRANS X 0,5 ML S/ AGU | GLAXOSMITHKLINE BRASIL LTDA",NAO SE APLICA
90309472,"CLORIDRATO DE TOPOTECANA | HYCAMTIN 0,25 MG CAP GEL DURA CT BL ALU PLAS OPC X 10 | GLAXOSMITHKLINE BRASIL LTDA",CLORIDRATO DE TOPOTECANA
90309480,"CLORIDRATO DE TOPOTECANA | HYCAMTIN 1,0 MG CAP GEL DURA CT BL ALU PLAS OPC X 10 | GLAXOSMITHKLINE BRASIL LTDA",CLORIDRATO DE TOPOTECANA
90309499,VACINAS DIVERSAS | ENGERIX B ADT | 20 mcg inj. seringa 1 ml | GLAXOSMITHKLINE,VACINAS DIVERSAS
90309502,"FLUTICASONA, PROPIONATO DE | FLIXOTIDE NEBULES | 2 mg/2 ml x 10 flac. | GLAXOSMITHKLINE","FLUTICASONA, PROPIONATO DE"
90309510,"FLUTICASONA, PROPIONATO DE | FLIXOTIDE NEBULES | 0,5 mg./2 ml x 10 flac. | GLAXOSMITHKLINE","FLUTICASONA, PROPIONATO DE"
