code,CodeLabel,Ingredients
J02AC02,itraconazole | 0.2g | Oral,itraconazole
J02AC03,voriconazole | 0.4g | Oral,voriconazole
J02AC04,posaconazole | 0.3g | Oral,posaconazole
J02AC05,isavuconazole | 0.2g | Oral,isavuconazole
J02AX,Other antimycotics for systemic use ,Other antimycotics for systemic use 
J02AX01,flucytosine | 10g | Oral,flucytosine
J02AX04,caspofungin | 50mg | Powder,caspofungin
J02AX05,micafungin | 0.1g | Powder,micafungin
J02AX06,anidulafungin | 0.1g | Powder,anidulafungin
J04,ANTIMYCOBACTERIALS ,ANTIMYCOBACTERIALS 
J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS ,DRUGS FOR TREATMENT OF TUBERCULOSIS 
J04AA,Aminosalicylic acid and derivatives ,Aminosalicylic acid and derivatives 
J04AA01,4-aminosalicylic acid | 12g | Oral,4-aminosalicylic acid
J04AA02,sodium aminosalicylate | 14g | Oral,sodium aminosalicylate
J04AA03,calcium aminosalicylate ,calcium aminosalicylate 
J04AB,Antibiotics ,Antibiotics 
J04AB01,cycloserine | 0.75g | Oral,cycloserine
J04AB02,rifampicin | 0.6g | Oral,rifampicin
J04AB03,rifamycin | 0.6g | Powder,rifamycin
J04AB04,rifabutin | 0.15g | Oral,rifabutin
J04AB05,rifapentine | 0.11g | Oral,rifapentine
J04AB30,capreomycin | 1g | Powder,capreomycin
J04AC,Hydrazides ,Hydrazides 
J04AC01,isoniazid | 0.3g | Oral,isoniazid
J04AC51,"isoniazid, combinations ","isoniazid, combinations "
J04AD,Thiocarbamide derivatives ,Thiocarbamide derivatives 
J04AD01,protionamide | 0.75g | Oral,protionamide
J04AD02,tiocarlide | 7g | Oral,tiocarlide
J04AD03,ethionamide | 0.75g | Oral,ethionamide
J04AK,Other drugs for treatment of tuberculosis ,Other drugs for treatment of tuberculosis 
J04AK01,pyrazinamide | 1.5g | Oral,pyrazinamide
J04AK02,ethambutol | 1.2g | Oral,ethambutol
J04AK03,terizidone ,terizidone 
J04AK04,morinamide ,morinamide 
J04AK05,bedaquiline | 86mg | Oral,bedaquiline
J04AK06,delamanid | 0.2g | Oral,delamanid
J04AK07,thioacetazone ,thioacetazone 
J04AM,Combinations of drugs for treatment of tuberculosis ,Combinations of drugs for treatment of tuberculosis 
J04AM01,streptomycin and isoniazid ,streptomycin and isoniazid 
J04AM02,rifampicin and isoniazid ,rifampicin and isoniazid 
J04AM03,ethambutol and isoniazid ,ethambutol and isoniazid 
J04AM04,thioacetazone and isoniazid ,thioacetazone and isoniazid 
J04AM05,"rifampicin, pyrazinamide and isoniazid ","rifampicin, pyrazinamide and isoniazid "
J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid ","rifampicin, pyrazinamide, ethambutol and isoniazid "
J04AM07,"rifampicin, ethambutol and isoniazid ","rifampicin, ethambutol and isoniazid "
J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine ","isoniazid, sulfamethoxazole, trimethoprim and pyridoxine "
J04B,DRUGS FOR TREATMENT OF LEPRA ,DRUGS FOR TREATMENT OF LEPRA 
J04BA,Drugs for treatment of lepra ,Drugs for treatment of lepra 
J04BA01,clofazimine | 0.1g | Oral,clofazimine
J04BA02,dapsone | 50mg | Oral,dapsone
J04BA03,aldesulfone sodium | 0.33g | Oral,aldesulfone sodium
J05,ANTIVIRALS FOR SYSTEMIC USE ,ANTIVIRALS FOR SYSTEMIC USE 
J05A,DIRECT ACTING ANTIVIRALS ,DIRECT ACTING ANTIVIRALS 
J05AA,Thiosemicarbazones ,Thiosemicarbazones 
J05AA01,metisazone ,metisazone 
J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors ,Nucleosides and nucleotides excl. reverse transcriptase inhibitors 
J05AB01,aciclovir | 4g | Oral,aciclovir
J05AB02,idoxuridine ,idoxuridine 
J05AB03,vidarabine ,vidarabine 
J05AB06,ganciclovir | 3g | Oral,ganciclovir
J05AB09,famciclovir | 0.75g | Oral,famciclovir
J05AB11,valaciclovir | 3g | Oral,valaciclovir
J05AB12,cidofovir | 25mg | Powder,cidofovir
J05AB13,penciclovir ,penciclovir 
J05AB14,valganciclovir | 0.9g | Oral,valganciclovir
J05AB15,brivudine | 0.125g | Oral,brivudine
J05AC,Cyclic amines ,Cyclic amines 
J05AC02,rimantadine | 0.2g | Oral,rimantadine
J05AC03,tromantadine ,tromantadine 
J05AD,Phosphonic acid derivatives ,Phosphonic acid derivatives 
J05AD01,foscarnet | 6.5g | Powder,foscarnet
J05AD02,fosfonet ,fosfonet 
J05AE,Protease inhibitors ,Protease inhibitors 
J05AE01,saquinavir | 1.8g | Oral,saquinavir
J05AE02,indinavir  | 2.4g | Oral,indinavir 
J05AE03,ritonavir | 1.2g | Oral,ritonavir
J05AE04,nelfinavir | 2.25g | Oral,nelfinavir
J05AE05,amprenavir | 1.2g | Oral,amprenavir
J05AE07,fosamprenavir | 1.4g | Oral,fosamprenavir
J05AE08,atazanavir | 0.3g | Oral,atazanavir
J05AE09,tipranavir | 1g | Oral,tipranavir
J05AE10,darunavir | 1.2g | Oral,darunavir
J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors ,Nucleoside and nucleotide reverse transcriptase inhibitors 
J05AF01,zidovudine | 0.6g | Oral,zidovudine
J05AF02,didanosine | 0.4g | Oral,didanosine
J05AF03,zalcitabine | 2.25mg | Oral,zalcitabine
J05AF04,stavudine | 80mg | Oral,stavudine
J05AF05,lamivudine | 0.3g | Oral,lamivudine
J05AF06,abacavir | 0.6g | Oral,abacavir
J05AF07,tenofovir disoproxil | 0.245g | Oral,tenofovir disoproxil
J05AF08,adefovir dipivoxil | 10mg | Oral,adefovir dipivoxil
J05AF09,emtricitabine | 0.2g | Oral,emtricitabine
J05AF10,entecavir | 0.5mg | Oral,entecavir
J05AF11,telbivudine | 0.6g | Oral,telbivudine
J05AF12,clevudine | 30mg | Oral,clevudine
J05AF13,tenofovir alafenamide | 25mg | Oral,tenofovir alafenamide
J05AG,Non-nucleoside reverse transcriptase inhibitors ,Non-nucleoside reverse transcriptase inhibitors 
J05AG01,nevirapine | 0.4g | Oral,nevirapine
J05AG02,delavirdine | 1.2g | Oral,delavirdine
J05AG03,efavirenz | 0.6g | Oral,efavirenz
J05AG04,etravirine | 0.4g | Oral,etravirine
J05AG05,rilpivirine | 25mg | Oral,rilpivirine
J05AG06,doravirine ,doravirine 
J05AH,Neuraminidase inhibitors ,Neuraminidase inhibitors 
J05AH01,zanamivir | 20mg | Inhal.powder,zanamivir
J05AH02,oseltamivir | 0.15g | Oral,oseltamivir
J05AH03,peramivir ,peramivir 
J05AP,Antivirals for treatment of HCV infections ,Antivirals for treatment of HCV infections 
J05AP01,ribavirin | 6g | Inhal.solution,ribavirin
J05AP02,telaprevir | 2.25g | Oral,telaprevir
J05AP03,boceprevir | 2.4g | Oral,boceprevir
J05AP04,faldaprevir ,faldaprevir 
J05AP05,simeprevir | 0.15g | Oral,simeprevir
J05AP06,asunaprevir ,asunaprevir 
J05AP07,daclatasvir | 60mg | Oral,daclatasvir
J05AP08,sofosbuvir | 0.4g | Oral,sofosbuvir
J05AP09,dasabuvir | 0.5g | Oral,dasabuvir
J05AP51,sofosbuvir and ledipasvir ,sofosbuvir and ledipasvir 
J05AP52,"dasabuvir, ombitasvir, paritaprevir and ritonavir  ","dasabuvir, ombitasvir, paritaprevir and ritonavir  "
J05AP53,"ombitasvir, paritaprevir and ritonavir  ","ombitasvir, paritaprevir and ritonavir  "
J05AP54,elbasvir and grazoprevir ,elbasvir and grazoprevir 
J05AP55,sofosbuvir and velpatasvir ,sofosbuvir and velpatasvir 
J05AP56,"sofosbuvir, velpatasvir and voxilaprevir ","sofosbuvir, velpatasvir and voxilaprevir "
J05AP57,glecaprevir and pibrentasvir ,glecaprevir and pibrentasvir 
J05AR,"Antivirals for treatment of HIV infections, combinations ","Antivirals for treatment of HIV infections, combinations "
J05AR01,zidovudine and lamivudine  ,zidovudine and lamivudine  
J05AR02,lamivudine and abacavir ,lamivudine and abacavir 
J05AR03,tenofovir disoproxil and emtricitabine ,tenofovir disoproxil and emtricitabine 
J05AR04,"zidovudine, lamivudine and abacavir ","zidovudine, lamivudine and abacavir "
J05AR05,"zidovudine, lamivudine and nevirapine ","zidovudine, lamivudine and nevirapine "
J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz ","emtricitabine, tenofovir disoproxil and efavirenz "
J05AR07,"stavudine, lamivudine and nevirapine ","stavudine, lamivudine and nevirapine "
J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine ","emtricitabine, tenofovir disoproxil and rilpivirine "
J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat ","emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat "
J05AR10,lopinavir and ritonavir  | 0.8g | Oral,lopinavir and ritonavir 
J05AR11,"lamivudine, tenofovir disoproxil and efavirenz ","lamivudine, tenofovir disoproxil and efavirenz "
J05AR12,lamivudine and tenofovir disoproxil ,lamivudine and tenofovir disoproxil 
J05AR13,"lamivudine, abacavir and dolutegravir ","lamivudine, abacavir and dolutegravir "
J05AR14,darunavir and cobicistat ,darunavir and cobicistat 
J05AR15,atazanavir and cobicistat ,atazanavir and cobicistat 
J05AR16,lamivudine and raltegravir ,lamivudine and raltegravir 
J05AR17,emtricitabine and tenofovir alafenamide ,emtricitabine and tenofovir alafenamide 
J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat ","emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat "
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine ","emtricitabine, tenofovir alafenamide and rilpivirine "
J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir ","emtricitabine, tenofovir alafenamide and bictegravir "
J05AR21,dolutegravir and rilpivirine ,dolutegravir and rilpivirine 
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat ","emtricitabine, tenofovir alafenamide, darunavir and cobicistat "
J05AR23,atazanavir and ritonavir | 0.3g 3) | Oral,atazanavir and ritonavir
J05AR24,"lamivudine, tenofovir disoproxil and doravirine ","lamivudine, tenofovir disoproxil and doravirine "
J05AX,Other antivirals ,Other antivirals 
J05AX01,moroxydine | 0.3g | Oral,moroxydine
J05AX02,lysozyme ,lysozyme 
J05AX05,inosine pranobex | 3g | Oral,inosine pranobex
J05AX06,pleconaril ,pleconaril 
J05AX07,enfuvirtide | 0.18g | Powder,enfuvirtide
J05AX08,raltegravir | 0.8g | Oral,raltegravir
J05AX09,maraviroc | 0.6g | Oral,maraviroc
J05AX10,maribavir ,maribavir 
J05AX11,elvitegravir ,elvitegravir 
J05AX12,dolutegravir | 50mg | Oral,dolutegravir
J05AX13,umifenovir   | 0.8g | Oral,umifenovir  
J05AX17,enisamium iodide | 1.5g | Oral,enisamium iodide
J05AX18,"letermovir | 0.48g | Oral,P",letermovir
J05AX19,tilorone | 0.125g | Oral,tilorone
J05AX21,pentanedioic acid imidazolyl ethanamide  | 90mg | Oral,pentanedioic acid imidazolyl ethanamide 
J05AX23,ibalizumab ,ibalizumab 
J06,IMMUNE SERA AND IMMUNOGLOBULINS ,IMMUNE SERA AND IMMUNOGLOBULINS 
J06A,IMMUNE SERA ,IMMUNE SERA 
J06AA,Immune sera ,Immune sera 
J06AA01,diphtheria antitoxin ,diphtheria antitoxin 
J06AA02,tetanus antitoxin ,tetanus antitoxin 
J06AA03,snake venom antiserum ,snake venom antiserum 
J06AA04,botulinum antitoxin ,botulinum antitoxin 
J06AA05,gas-gangrene sera ,gas-gangrene sera 
J06AA06,rabies serum ,rabies serum 
J06B,IMMUNOGLOBULINS ,IMMUNOGLOBULINS 
J06BA,"Immunoglobulins, normal human ","Immunoglobulins, normal human "
J06BA01,"immunoglobulins, normal human, for extravascular adm. ","immunoglobulins, normal human, for extravascular adm. "
J06BA02,"immunoglobulins, normal human, for intravascular adm. ","immunoglobulins, normal human, for intravascular adm. "
J06BB,Specific immunoglobulins ,Specific immunoglobulins 
J06BB01,anti-D (rh) immunoglobulin ,anti-D (rh) immunoglobulin 
J06BB02,tetanus immunoglobulin ,tetanus immunoglobulin 
J06BB03,varicella/zoster immunoglobulin ,varicella/zoster immunoglobulin 
J06BB04,hepatitis B immunoglobulin ,hepatitis B immunoglobulin 
J06BB05,rabies immunoglobulin ,rabies immunoglobulin 
J06BB06,rubella immunoglobulin ,rubella immunoglobulin 
J06BB07,vaccinia immunoglobulin ,vaccinia immunoglobulin 
J06BB08,staphylococcus immunoglobulin ,staphylococcus immunoglobulin 
J06BB09,cytomegalovirus immunoglobulin ,cytomegalovirus immunoglobulin 
J06BB10,diphtheria immunoglobulin ,diphtheria immunoglobulin 
J06BB11,hepatitis A immunoglobulin ,hepatitis A immunoglobulin 
J06BB12,"encephalitis, tick borne immunoglobulin ","encephalitis, tick borne immunoglobulin "
J06BB13,pertussis immunoglobulin ,pertussis immunoglobulin 
J06BB14,measles immunoglobulin ,measles immunoglobulin 
J06BB15,mumps immunoglobulin ,mumps immunoglobulin 
J06BB16,palivizumab ,palivizumab 
J06BB17,motavizumab ,motavizumab 
J06BB18,raxibacumab ,raxibacumab 
J06BB19,anthrax immunoglobulin ,anthrax immunoglobulin 
J06BB21,bezlotoxumab ,bezlotoxumab 
J06BB22,obiltoxaximab ,obiltoxaximab 
J06BB30,combinations ,combinations 
J06BC,Other immunoglobulins ,Other immunoglobulins 
J06BC01,nebacumab | 0.1g | Powder,nebacumab
J07,VACCINES ,VACCINES 
J07A,BACTERIAL VACCINES ,BACTERIAL VACCINES 
J07AC,Anthrax vaccines ,Anthrax vaccines 
J07AC01,anthrax antigen ,anthrax antigen 
J07AD,Brucellosis vaccines ,Brucellosis vaccines 
J07AD01,brucella antigen ,brucella antigen 
J07AE,Cholera vaccines ,Cholera vaccines 
J07AE01,"cholera, inactivated, whole cell ","cholera, inactivated, whole cell "
J07AE02,"cholera, live attenuated ","cholera, live attenuated "
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell ","cholera, combinations with typhoid vaccine, inactivated, whole cell "
J07AF,Diphtheria vaccines ,Diphtheria vaccines 
J07AF01,diphtheria toxoid ,diphtheria toxoid 
J07AG,Hemophilus influenzae B vaccines ,Hemophilus influenzae B vaccines 
J07AG01,"hemophilus influenzae B, purified antigen conjugated ","hemophilus influenzae B, purified antigen conjugated "
J07AG51,"hemophilus influenzae B, combinations with toxoids ","hemophilus influenzae B, combinations with toxoids "
J07AG52,"hemophilus influenzae B, combinations with pertussis and toxoids ","hemophilus influenzae B, combinations with pertussis and toxoids "
J07AG53,"hemophilus influenzae B, combinations with meningococcus C, conjugated ","hemophilus influenzae B, combinations with meningococcus C, conjugated "
J07AH,Meningococcal vaccines ,Meningococcal vaccines 
J07AH01,"meningococcus A, purified polysaccharides antigen ","meningococcus A, purified polysaccharides antigen "
J07AH02,other meningococcal monovalent purified polysaccharides antigen ,other meningococcal monovalent purified polysaccharides antigen 
J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen ","meningococcus A,C, bivalent purified polysaccharides antigen "
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen ","meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen "
J07AH05,other meningococcal polyvalent purified polysaccharides antigen ,other meningococcal polyvalent purified polysaccharides antigen 
J07AH06,"meningococcus B, outer membrane vesicle vaccine ","meningococcus B, outer membrane vesicle vaccine "
J07AH07,"meningococcus C, purified polysaccharides antigen conjugated ","meningococcus C, purified polysaccharides antigen conjugated "
J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated   ","meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated   "
J07AH09,"meningococcus B, multicomponent vaccine  ","meningococcus B, multicomponent vaccine  "
J07AH10,"meningococcus A, purified polysaccharides antigen conjugated ","meningococcus A, purified polysaccharides antigen conjugated "
J07AJ,Pertussis vaccines ,Pertussis vaccines 
J07AJ01,"pertussis, inactivated, whole cell ","pertussis, inactivated, whole cell "
J07AJ02,"pertussis, purified antigen ","pertussis, purified antigen "
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids ","pertussis, inactivated, whole cell, combinations with toxoids "
J07AJ52,"pertussis, purified antigen, combinations with toxoids ","pertussis, purified antigen, combinations with toxoids "
J07AK,Plague vaccines ,Plague vaccines 
J07AK01,"plague, inactivated, whole cell ","plague, inactivated, whole cell "
J07AL,Pneumococcal vaccines ,Pneumococcal vaccines 
J07AL01,"pneumococcus, purified polysaccharides antigen ","pneumococcus, purified polysaccharides antigen "
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated ","pneumococcus, purified polysaccharides antigen conjugated "
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated ","pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated "
J07AM,Tetanus vaccines ,Tetanus vaccines 
J07AM01,tetanus toxoid ,tetanus toxoid 
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid ","tetanus toxoid, combinations with diphtheria toxoid "
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin ","tetanus toxoid, combinations with tetanus immunoglobulin "
J07AN,Tuberculosis vaccines ,Tuberculosis vaccines 
J07AN01,"tuberculosis, live attenuated ","tuberculosis, live attenuated "
J07AP,Typhoid vaccines ,Typhoid vaccines 
J07AP01,"typhoid, oral, live attenuated ","typhoid, oral, live attenuated "
J07AP02,"typhoid, inactivated, whole cell ","typhoid, inactivated, whole cell "
J07AP03,"typhoid, purified polysaccharide antigen ","typhoid, purified polysaccharide antigen "
J07AP10,"typhoid, combinations with paratyphi types ","typhoid, combinations with paratyphi types "
J07AR,Typhus (exanthematicus) vaccines ,Typhus (exanthematicus) vaccines 
J07AR01,"typhus exanthematicus, inactivated, whole cell ","typhus exanthematicus, inactivated, whole cell "
J07AX,Other bacterial vaccines ,Other bacterial vaccines 
J07B,VIRAL VACCINES ,VIRAL VACCINES 
J07BA,Encephalitis vaccines ,Encephalitis vaccines 
J07BA01,"encephalitis, tick borne, inactivated, whole virus ","encephalitis, tick borne, inactivated, whole virus "
J07BA02,"encephalitis, Japanese, inactivated, whole virus ","encephalitis, Japanese, inactivated, whole virus "
J07BA03,"encephalitis, Japanese, live attenuated ","encephalitis, Japanese, live attenuated "
J07BB,Influenza vaccines ,Influenza vaccines 
J07BB01,"influenza, inactivated, whole virus ","influenza, inactivated, whole virus "
J07BB02,"influenza, inactivated, split virus or surface antigen ","influenza, inactivated, split virus or surface antigen "
J07BB03,"influenza, live attenuated ","influenza, live attenuated "
J07BC,Hepatitis vaccines ,Hepatitis vaccines 
J07BC01,"hepatitis B, purified antigen ","hepatitis B, purified antigen "
J07BC02,"hepatitis A, inactivated, whole virus ","hepatitis A, inactivated, whole virus "
J07BC20,combinations ,combinations 
J07BD,Measles vaccines ,Measles vaccines 
J07BD01,"measles, live attenuated ","measles, live attenuated "
J07BD51,"measles, combinations with mumps, live attenuated ","measles, combinations with mumps, live attenuated "
J07BD52,"measles, combinations with mumps and rubella, live attenuated ","measles, combinations with mumps and rubella, live attenuated "
J07BD53,"measles, combinations with rubella, live attenuated ","measles, combinations with rubella, live attenuated "
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated ","measles, combinations with mumps, rubella and varicella, live attenuated "
J07BE,Mumps vaccines ,Mumps vaccines 
J07BE01,"mumps, live attenuated ","mumps, live attenuated "
J07BF,Poliomyelitis vaccines ,Poliomyelitis vaccines 
J07BF01,"poliomyelitis oral, monovalent, live attenuated ","poliomyelitis oral, monovalent, live attenuated "
J07BF02,"poliomyelitis oral, trivalent, live attenuated ","poliomyelitis oral, trivalent, live attenuated "
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus ","poliomyelitis, trivalent, inactivated, whole virus "
J07BF04,"poliomyelitis oral, bivalent, live attenuated ","poliomyelitis oral, bivalent, live attenuated "
J07BG,Rabies vaccines ,Rabies vaccines 
J07BG01,"rabies, inactivated, whole virus ","rabies, inactivated, whole virus "
J07BH,Rota virus diarrhea vaccines ,Rota virus diarrhea vaccines 
J07BH01,"rota virus, live attenuated ","rota virus, live attenuated "
J07BH02,"rota virus, pentavalent, live, reassorted ","rota virus, pentavalent, live, reassorted "
J07BJ,Rubella vaccines ,Rubella vaccines 
J07BJ01,"rubella, live attenuated ","rubella, live attenuated "
J07BJ51,"rubella, combinations with mumps, live attenuated ","rubella, combinations with mumps, live attenuated "
J07BK,Varicella zoster vaccines ,Varicella zoster vaccines 
J07BK01,"varicella, live attenuated ","varicella, live attenuated "
J07BK02,"zoster, live attenuated ","zoster, live attenuated "
J07BK03,"zoster, purified antigen ","zoster, purified antigen "
J07BL,Yellow fever vaccines ,Yellow fever vaccines 
J07BL01,"yellow fever, live attenuated ","yellow fever, live attenuated "
J07BM,Papillomavirus vaccines ,Papillomavirus vaccines 
J07BM01,"papillomavirus (human types 6, 11, 16, 18) ","papillomavirus (human types 6, 11, 16, 18) "
J07BM02,"papillomavirus (human types 16, 18) ","papillomavirus (human types 16, 18) "
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58) ","papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58) "
J07BX,Other viral vaccines ,Other viral vaccines 
J07BX01,"smallpox, live attenuated  ","smallpox, live attenuated  "
J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED ","BACTERIAL AND VIRAL VACCINES, COMBINED "
J07CA,"Bacterial and viral vaccines, combined ","Bacterial and viral vaccines, combined "
J07CA01,diphtheria-poliomyelitis-tetanus ,diphtheria-poliomyelitis-tetanus 
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus ,diphtheria-pertussis-poliomyelitis-tetanus 
J07CA03,diphtheria-rubella-tetanus ,diphtheria-rubella-tetanus 
J07CA04,hemophilus influenzae B and poliomyelitis ,hemophilus influenzae B and poliomyelitis 
J07CA05,diphtheria-hepatitis B-pertussis-tetanus ,diphtheria-hepatitis B-pertussis-tetanus 
J07CA06,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus ,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus 
J07CA07,diphtheria-hepatitis B-tetanus ,diphtheria-hepatitis B-tetanus 
J07CA08,hemophilus influenzae B and hepatitis B ,hemophilus influenzae B and hepatitis B 
J07CA09,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B ,diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B 
J07CA10,typhoid-hepatitis A ,typhoid-hepatitis A 
J07CA11,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B ,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B 
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B ,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B 
J07CA13,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C ,diphtheria-hemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C 
J07X,OTHER VACCINES ,OTHER VACCINES 
L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS 
L01,ANTINEOPLASTIC AGENTS ,ANTINEOPLASTIC AGENTS 
L01A,ALKYLATING AGENTS ,ALKYLATING AGENTS 
L01AA,Nitrogen mustard analogues ,Nitrogen mustard analogues 
L01AA01,cyclophosphamide ,cyclophosphamide 
L01AA02,chlorambucil ,chlorambucil 
L01AA03,melphalan ,melphalan 
L01AA05,chlormethine ,chlormethine 
L01AA06,ifosfamide ,ifosfamide 
L01AA07,trofosfamide ,trofosfamide 
L01AA08,prednimustine ,prednimustine 
L01AA09,bendamustine ,bendamustine 
L01AB,Alkyl sulfonates ,Alkyl sulfonates 
L01AB01,busulfan ,busulfan 
L01AB02,treosulfan ,treosulfan 
L01AB03,mannosulfan ,mannosulfan 
L01AC,Ethylene imines ,Ethylene imines 
L01AC01,thiotepa ,thiotepa 
L01AC02,triaziquone ,triaziquone 
L01AC03,carboquone ,carboquone 
L01AD,Nitrosoureas ,Nitrosoureas 
L01AD01,carmustine ,carmustine 
L01AD02,lomustine ,lomustine 
L01AD03,semustine ,semustine 
L01AD04,streptozocin ,streptozocin 
L01AD05,fotemustine ,fotemustine 
L01AD06,nimustine ,nimustine 
L01AD07,ranimustine ,ranimustine 
L01AD08,uramustine ,uramustine 
L01AG,Epoxides ,Epoxides 
L01AG01,etoglucid ,etoglucid 
L01AX,Other alkylating agents ,Other alkylating agents 
L01AX01,mitobronitol ,mitobronitol 
L01AX02,pipobroman ,pipobroman 
L01AX03,temozolomide ,temozolomide 
L01AX04,dacarbazine ,dacarbazine 
L01B,ANTIMETABOLITES ,ANTIMETABOLITES 
L01BA,Folic acid analogues ,Folic acid analogues 
L01BA01,methotrexate ,methotrexate 
L01BA03,raltitrexed ,raltitrexed 
L01BA04,pemetrexed ,pemetrexed 
L01BA05,pralatrexate ,pralatrexate 
L01BB,Purine analogues ,Purine analogues 
L01BB02,mercaptopurine ,mercaptopurine 
L01BB03,tioguanine ,tioguanine 
L01BB04,cladribine ,cladribine 
L01BB05,fludarabine ,fludarabine 
L01BB06,clofarabine ,clofarabine 
L01BB07,nelarabine ,nelarabine 
L01BC,Pyrimidine analogues ,Pyrimidine analogues 
L01BC01,cytarabine ,cytarabine 
L01BC02,fluorouracil ,fluorouracil 
L01BC03,tegafur ,tegafur 
L01BC04,carmofur ,carmofur 
L01BC05,gemcitabine ,gemcitabine 
L01BC06,capecitabine ,capecitabine 
L01BC07,azacitidine ,azacitidine 
L01BC08,decitabine ,decitabine 
L01BC09,floxuridine ,floxuridine 
L01BC52,"fluorouracil, combinations ","fluorouracil, combinations "
L01BC53,"tegafur, combinations ","tegafur, combinations "
L01BC59,"trifluridine, combinations ","trifluridine, combinations "
L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS ,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS 
L01CA,Vinca alkaloids and analogues ,Vinca alkaloids and analogues 
L01CA01,vinblastine ,vinblastine 
L01CA02,vincristine ,vincristine 
L01CA03,vindesine ,vindesine 
L01CA04,vinorelbine ,vinorelbine 
L01CA05,vinflunine ,vinflunine 
L01CA06,vintafolide ,vintafolide 
L01CB,Podophyllotoxin derivatives ,Podophyllotoxin derivatives 
L01CB01,etoposide ,etoposide 
L01CB02,teniposide ,teniposide 
L01CC,Colchicine derivatives ,Colchicine derivatives 
L01CC01,demecolcine ,demecolcine 
L01CD,Taxanes ,Taxanes 
L01CD01,paclitaxel ,paclitaxel 
L01CD02,docetaxel ,docetaxel 
L01CD03,paclitaxel poliglumex ,paclitaxel poliglumex 
L01CD04,cabazitaxel ,cabazitaxel 
L01CX,Other plant alkaloids and natural products ,Other plant alkaloids and natural products 
L01CX01,trabectedin ,trabectedin 
L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES ,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES 
L01DA,Actinomycines ,Actinomycines 
L01DA01,dactinomycin ,dactinomycin 
L01DB,Anthracyclines and related substances ,Anthracyclines and related substances 
L01DB01,doxorubicin ,doxorubicin 
L01DB02,daunorubicin ,daunorubicin 
L01DB03,epirubicin ,epirubicin 
L01DB04,aclarubicin ,aclarubicin 
L01DB05,zorubicin ,zorubicin 
L01DB06,idarubicin ,idarubicin 
L01DB07,mitoxantrone ,mitoxantrone 
L01DB08,pirarubicin ,pirarubicin 
L01DB09,valrubicin ,valrubicin 
L01DB10,amrubicin ,amrubicin 
L01DB11,pixantrone ,pixantrone 
L01DC,Other cytotoxic antibiotics ,Other cytotoxic antibiotics 
